13.1,18.66,17.83
13.92,17.58,18.93
12.07,17.16,17.61
12.24,18.97,17.48
12.08,17.04,17.02
13.35,17.81,18.88
12.96,18.58,17.29
12.44,17.69,18.49
13.21,19.01,17.9
13.77,18.27,17.51
13.07,17.34,17.14
12.23,17.9,17.08
12.89,17.58,17.54
13.21,18.05,18.66
12.6,17.06,17.37
12.43,17.56,18.14
13.29,17.27,18.83
13.66,17.63,18.19
12.28,18.92,18.85
12.82,18.52,18.19
14.13,17.62,17.93
13.83,17.61,19.25
13.26,17.76,17.83
12.92,18.49,18.01
14.28,17.,17.23
12.58,17.66,18.16
12.09,17.34,17.3
12.83,18.04,18.19
12.44,18.68,18.6
12.12,18.23,17.85
12.6,17.38,18.88
12.3,17.45,18.06
12.86,18.27,17.13
13.78,18.51,17.75
13.73,18.93,19.11
13.9,18.22,17.33
13.65,17.89,18.37
13.44,17.59,17.49
12.28,18.87,18.03
13.87,17.04,17.59
13.48,18.32,16.94
13.68,18.26,17.28
12.87,17.29,17.5
13.51,18.56,17.54
12.18,18.74,18.69
12.08,18.36,17.86
12.22,19.27,16.72
13.33,18.96,18.21
14.29,17.8,17.92
12.59,18.14,18.31
13.36,18.41,17.78
13.09,17.87,18.68
12.75,19.23,17.44
13.72,19.05,17.88
12.92,18.13,17.87
12.9,18.33,18.58
12.34,18.68,18.78
12.24,17.35,17.48
14.11,17.01,17.13
13.59,18.86,18.48
11.79,17.28,17.3
12.7,17.49,18.49
12.8,17.92,17.52
13.47,17.53,17.89
12.63,19.2,16.9
12.77,18.16,17.43
12.48,18.9,18.11
13.2,18.89,18.79
13.51,17.3,18.31
11.75,18.96,16.85
13.83,18.95,18.42
13.48,18.02,17.9
12.76,18.,18.91
13.02,18.23,17.1
13.75,18.25,18.02
12.93,18.59,17.56
13.12,19.24,16.7
13.81,18.24,18.88
12.58,18.01,18.38
13.15,17.02,18.51
12.,18.49,17.17
13.,17.34,17.44
13.96,17.75,18.9
12.85,16.96,18.2
13.81,18.47,18.83
12.59,18.02,17.9
13.8,18.61,18.48
13.44,18.15,17.65
12.71,17.06,18.98
13.91,18.38,17.34
13.88,17.71,18.47
12.3,17.43,18.93
13.81,17.06,18.46
13.19,17.28,17.42
13.39,17.41,18.21
13.05,17.85,18.48
13.07,18.89,17.74
12.69,18.85,18.76
13.44,17.66,17.44
13.14,18.99,18.15
13.38,17.54,18.1
12.31,18.2,18.89
13.68,17.13,17.33
12.07,17.02,17.79
13.98,17.21,18.78
13.64,18.95,17.09
13.18,17.63,16.96
12.65,18.5,18.12
12.17,17.02,17.96
12.42,17.7,18.88
12.17,18.86,18.51
14.22,17.62,16.78
13.11,18.26,17.52
12.9,18.31,18.05
13.11,17.93,18.1
13.35,18.34,16.93
13.35,17.17,18.55
13.74,17.52,17.95
13.73,18.87,18.81
13.65,17.22,17.4
12.86,18.11,18.85
13.11,18.78,17.43
12.34,17.05,18.37
13.74,18.19,17.99
13.79,18.31,17.37
13.5,17.53,18.01
12.32,18.42,18.28
13.85,18.14,17.91
13.12,18.6,17.87
13.51,18.32,17.92
12.15,17.02,18.05
13.08,17.28,17.08
12.35,18.87,17.12
13.8,18.76,18.03
13.82,16.77,18.38
13.85,18.29,17.43
13.27,17.35,18.31
12.2,18.1,18.54
13.6,18.03,17.38
12.6,18.77,19.16
12.3,16.88,17.33
12.67,18.48,18.88
11.97,18.46,16.96
12.84,16.99,18.
11.92,17.14,18.33
12.5,17.91,18.33
13.5,18.38,17.22
12.32,17.19,17.22
12.4,18.34,17.16
14.21,18.32,17.98
13.9,18.03,18.8
12.29,17.98,18.14
13.28,17.89,19.27
12.67,18.61,18.34
11.98,17.14,19.05
12.18,18.45,18.17
12.47,17.83,18.9
13.62,17.82,17.75
13.53,19.29,17.76
12.88,18.06,18.47
13.08,18.84,18.77
12.64,18.57,18.97
13.91,17.62,18.07
12.46,17.79,17.24
12.47,16.91,17.38
12.87,18.49,19.22
13.33,16.88,17.65
12.04,17.38,17.84
13.69,17.99,18.91
13.46,18.52,17.61
12.97,18.16,17.29
14.15,19.01,18.42
12.95,17.46,18.21
14.22,16.87,16.83
12.43,17.78,18.44
12.78,18.45,17.58
12.41,17.61,18.77
12.56,17.66,17.99
13.47,17.65,18.3
13.13,18.41,17.67
12.76,17.14,17.48
12.83,17.74,18.3
12.94,17.23,17.16
13.88,18.42,18.21
12.25,17.86,17.77
12.38,18.25,18.86
13.56,18.54,18.52
12.06,18.16,17.86
13.18,17.37,18.46
12.34,18.22,18.49
13.3,17.73,17.88
13.16,18.82,18.97
12.19,16.98,17.24
11.77,18.45,18.87
13.4,17.49,17.44
12.66,17.9,17.99
12.21,17.53,17.33
13.46,18.88,17.42
14.,19.11,18.21
13.,18.2,17.63
12.25,18.56,17.63
12.9,18.42,18.02
13.32,17.5,17.36
11.85,18.96,17.22
13.79,18.83,18.27
12.17,16.78,18.7
12.8,17.25,18.35
12.86,17.59,17.15
12.2,17.79,17.6
12.38,18.92,18.38
14.15,16.76,17.97
13.98,18.62,17.75
13.55,17.89,17.18
13.08,18.13,17.42
13.62,17.14,17.32
12.1,18.49,18.19
12.47,18.63,17.44
12.68,16.84,16.94
13.6,17.77,17.23
13.61,18.15,18.49
13.77,18.24,17.36
14.12,17.69,18.91
13.1,17.03,18.41
12.96,17.79,17.87
13.86,18.5,17.7
13.5,18.04,18.24
13.58,17.05,18.23
13.23,17.81,17.85
13.02,18.22,17.93
13.11,17.14,17.41
13.52,17.89,18.27
13.24,17.87,18.34
12.14,17.47,18.5
13.69,17.94,18.93
12.14,18.44,17.48
12.18,17.41,18.44
13.22,18.66,17.42
13.17,17.23,17.88
12.94,18.23,17.88
13.15,17.88,17.4
12.3,18.04,18.61
13.22,18.02,17.52
13.53,18.58,17.61
14.16,17.57,18.11
13.91,18.38,17.91
13.88,17.58,17.55
13.26,17.19,16.79
12.25,18.88,17.2
12.88,17.53,17.03
13.67,17.36,17.33
12.11,19.14,18.05
12.17,16.95,17.8
13.09,18.48,18.62
12.35,17.34,17.45
12.92,17.91,17.66
13.95,18.65,17.78
12.67,17.9,17.16
13.09,18.59,18.85
11.85,19.04,16.96
12.87,18.04,18.65
14.29,18.6,18.19
12.62,18.86,18.74
13.12,18.61,18.36
12.34,18.64,19.16
12.51,18.41,17.97
14.23,17.6,17.58
13.1,18.95,18.71
13.26,17.38,17.32
13.98,18.22,18.43
13.36,17.94,17.75
13.33,18.19,18.4
13.79,17.66,17.01
11.73,18.72,17.59
13.61,18.24,16.77
13.7,17.4,17.21
11.83,17.66,18.86
13.75,17.9,18.71
12.74,18.01,17.48
12.37,17.97,17.2
13.21,17.26,18.05
12.7,16.96,18.48
12.84,18.78,17.03
12.76,18.21,17.16
12.16,18.43,18.93
12.77,17.93,18.47
13.56,17.17,18.55
12.3,18.93,19.
12.64,18.24,19.1
13.59,18.37,19.24
12.38,17.99,18.53
13.89,18.6,18.37
13.63,18.35,18.76
12.95,17.83,17.41
12.24,17.83,17.13
13.5,17.3,18.74
13.21,17.21,17.01
13.24,17.98,17.59
12.91,18.74,17.55
13.16,17.3,18.7
13.41,17.32,17.32
13.05,17.53,18.86
13.68,18.62,17.9
13.76,17.77,17.12
13.52,18.22,18.25
12.42,17.97,18.12
13.19,17.66,17.74
13.02,17.54,18.98
12.63,17.39,17.95
13.55,18.55,17.96
13.92,18.28,18.37
13.56,18.76,17.51
12.93,17.47,18.09
13.83,17.13,17.71
12.03,17.83,16.71
12.39,17.8,17.67
12.42,18.88,18.72
13.32,18.34,18.84
12.79,17.12,18.39
13.7,16.96,18.18
13.57,17.15,18.56
12.87,17.1,18.35
13.86,18.82,18.78
12.32,17.28,17.97
13.56,17.9,18.47
13.56,18.07,17.19
12.46,17.84,18.96
12.1,17.97,18.99
12.04,18.12,18.02
13.92,18.17,17.31
12.72,17.37,17.81
12.41,17.83,17.36
13.89,17.06,17.14
13.78,18.54,17.45
13.64,18.92,17.53
13.39,17.69,17.59
12.43,18.39,19.2
12.8,18.93,17.22
12.46,17.14,17.9
13.74,17.36,18.13
12.32,16.72,18.44
12.3,18.82,18.26
12.87,19.05,17.69
13.59,18.89,17.11
13.95,18.5,19.13
12.12,18.39,17.3
13.72,18.15,17.72
13.42,17.61,17.61
11.99,18.05,19.25
13.43,18.43,18.
13.99,19.03,19.11
13.33,18.73,17.25
12.9,17.61,18.97
14.06,19.26,17.05
13.13,17.83,18.12
11.79,18.52,18.59
12.08,18.29,17.8
13.97,17.45,18.92
13.06,17.79,17.99
13.26,18.42,17.86
12.3,18.03,18.82
13.58,19.27,16.91
13.01,18.06,18.51
13.17,19.2,17.19
12.14,17.81,19.24
13.19,18.36,17.31
13.91,17.37,18.16
12.09,16.96,18.55
13.23,18.76,18.77
12.67,16.87,16.8
12.37,18.,17.43
13.36,18.38,17.53
13.92,18.15,18.07
13.79,18.38,17.1
12.7,17.07,17.67
13.81,17.18,18.72
13.69,18.9,17.13
13.39,18.08,17.89
13.25,17.69,17.71
13.46,18.6,17.29
12.16,16.75,19.16
12.67,17.39,18.05
13.48,18.99,17.43
12.46,18.59,18.55
12.07,18.63,17.17
13.89,18.3,18.53
13.44,17.31,18.73
13.83,18.67,18.47
12.05,18.43,19.12
13.63,18.46,17.05
12.86,18.97,18.96
13.67,17.82,17.54
12.25,19.16,17.47
13.72,18.89,18.09
13.05,17.25,18.5
13.85,17.8,17.05
12.99,18.7,16.99
13.42,18.69,17.04
13.56,18.25,17.02
13.69,18.66,18.65
13.81,17.94,18.24
12.12,17.61,18.27
12.01,18.14,17.53
13.63,17.64,17.65
12.36,18.86,18.48
13.2,19.28,17.99
13.91,18.89,17.94
12.74,17.33,17.79
12.52,18.64,17.36
13.39,17.81,17.42
12.94,18.18,18.23
12.29,18.68,17.12
13.93,18.25,18.02
12.74,17.37,17.83
13.03,17.92,18.98
13.84,17.2,17.27
12.98,17.53,18.82
13.14,18.58,17.46
13.3,17.43,18.07
12.36,18.64,17.59
12.52,18.76,18.28
13.06,18.62,17.26
13.32,18.12,16.71
13.59,17.1,18.31
13.94,17.36,18.97
12.97,18.72,17.43
13.54,18.12,17.13
12.7,17.28,17.31
12.3,18.66,17.95
12.42,17.95,18.9
12.29,18.61,18.57
12.08,17.53,18.14
13.93,18.11,17.18
12.58,18.88,17.69
12.05,19.21,17.02
13.45,17.83,18.68
12.66,18.61,17.67
12.86,17.11,17.1
12.89,17.59,18.98
13.41,18.75,17.55
13.36,18.,17.92
12.4,18.01,17.24
12.14,18.39,19.25
13.85,18.8,17.34
13.58,18.33,17.47
13.57,18.77,18.63
12.85,18.95,17.12
12.65,17.92,19.05
13.38,18.76,17.08
11.78,18.74,18.57
13.39,17.8,18.02
12.77,17.11,19.14
13.98,17.95,18.92
12.51,18.17,18.39
13.49,17.2,17.96
13.85,17.93,17.78
13.65,17.98,18.12
14.11,16.82,19.
13.83,18.9,17.42
12.26,18.8,17.4
13.41,17.14,17.14
12.37,18.26,19.22
12.29,17.72,18.05
12.26,17.01,17.26
12.34,17.02,18.48
14.26,18.17,18.72
13.84,17.01,18.14
12.94,18.88,18.31
12.04,17.62,18.92
13.01,17.,18.3
13.06,18.58,17.73
13.18,17.56,17.15
12.65,18.62,17.35
12.41,17.99,18.08
12.71,16.75,17.71
13.01,18.07,18.11
12.66,18.93,18.35
13.1,17.59,18.14
13.75,17.89,18.53
12.92,18.06,17.47
12.39,18.34,17.04
11.94,17.95,18.
13.93,18.65,19.23
13.35,17.36,17.5
13.64,18.98,18.58
13.84,17.46,18.75
13.85,19.22,18.07
13.13,17.67,17.1
12.38,17.86,16.92
12.95,18.75,17.31
14.29,19.21,19.07
12.09,17.03,18.21
13.11,17.25,16.94
13.69,17.4,17.43
12.73,18.67,17.7
13.24,18.46,17.26
13.36,17.02,17.17
12.92,17.82,17.22
13.34,18.23,18.17
12.55,18.52,18.
12.09,18.78,18.71
12.52,18.55,16.76
13.32,17.78,17.05
13.41,18.65,18.9
13.97,17.71,17.25
13.88,17.73,17.45
13.03,18.98,17.56
14.07,17.17,17.97
12.37,18.2,16.7
13.05,17.27,16.9
13.31,17.26,16.83
13.39,17.9,18.26
12.12,18.03,18.86
13.85,17.21,17.22
13.36,17.08,17.47
12.79,17.84,18.31
12.33,18.97,18.
13.57,18.03,18.62
12.75,16.72,18.76
12.41,18.4,17.07
12.42,17.21,18.06
12.56,17.09,17.02
13.13,18.94,18.98
13.85,17.15,18.8
11.95,16.81,17.41
12.51,17.42,18.07
12.57,17.41,17.23
12.98,17.3,18.82
12.68,17.51,18.37
12.49,18.37,17.87
12.75,17.96,18.21
14.2,19.08,16.99
12.3,17.88,17.19
13.66,17.44,18.67
12.03,17.22,18.54
12.16,17.35,18.69
12.84,17.49,17.1
13.28,18.59,18.12
12.44,18.3,17.26
12.34,17.46,18.15
13.22,17.46,16.89
12.03,18.88,18.72
13.78,18.23,17.71
11.83,19.07,17.53
12.8,17.45,17.4
13.73,18.79,18.39
13.93,17.51,17.55
13.52,18.13,18.5
13.22,17.86,17.41
12.19,18.7,18.51
12.95,18.44,18.76
12.87,18.11,17.4
12.64,17.11,18.69
12.36,18.82,17.03
13.41,18.42,17.82
13.42,18.36,17.24
13.37,18.59,19.04
13.38,17.63,18.45
13.25,18.12,17.46
11.77,16.84,18.02
12.39,18.88,18.15
13.93,18.35,17.44
12.86,18.06,17.45
11.92,17.08,17.3
13.14,17.85,17.51
13.2,18.62,17.63
13.48,18.53,17.18
13.53,17.85,18.26
12.53,17.88,18.94
11.8,17.33,17.09
13.05,18.06,17.45
12.74,17.63,18.51
13.13,17.41,18.14
13.83,17.13,18.65
13.55,17.07,17.98
12.57,18.95,19.24
12.29,17.17,18.8
13.73,18.42,18.74
12.62,18.41,18.35
13.11,17.12,17.5
13.13,18.89,18.67
12.13,17.31,17.86
13.21,17.54,18.25
13.27,18.45,18.1
12.9,18.86,18.95
12.86,18.78,17.98
13.39,18.49,18.46
12.64,17.29,17.14
12.47,17.07,17.8
14.25,19.29,18.59
13.18,17.74,18.61
11.71,17.66,16.93
14.28,16.88,18.28
12.87,17.54,18.51
13.75,18.56,17.7
13.92,17.54,18.07
14.17,18.9,19.06
13.98,17.84,18.61
12.14,16.94,18.93
12.31,17.36,18.39
12.83,17.04,17.81
13.68,18.63,18.55
13.6,17.34,18.99
12.17,17.07,17.68
13.78,17.69,17.33
12.37,17.33,17.12
12.88,18.2,17.37
12.49,17.21,18.87
12.82,18.23,17.76
12.7,19.24,18.78
12.75,17.63,18.5
14.11,16.93,16.85
13.57,17.55,18.91
12.99,16.7,17.22
13.91,17.53,17.87
12.62,17.65,18.57
12.76,16.79,17.02
14.26,18.48,16.82
12.74,17.38,18.52
13.5,18.57,17.7
13.19,17.26,18.99
13.88,18.93,18.83
12.25,18.84,17.84
13.48,18.46,18.82
14.28,19.,17.49
11.81,18.95,19.15
13.02,18.96,17.33
12.3,18.53,19.04
13.83,17.06,17.18
11.98,17.24,16.7
13.23,18.18,18.98
13.43,18.04,18.95
13.74,18.72,17.32
12.96,17.5,17.56
13.4,18.65,17.3
12.54,18.36,17.66
13.83,18.37,17.68
12.74,18.33,18.73
11.89,19.26,16.98
13.11,18.54,18.51
12.81,17.53,17.51
13.61,18.09,17.69
12.25,17.73,18.55
13.73,17.76,18.31
13.53,18.89,19.25
11.78,17.3,18.54
12.51,17.13,18.33
12.41,18.56,17.22
12.86,18.99,16.96
12.66,18.74,18.11
12.11,18.16,17.15
13.59,17.81,17.73
12.43,18.05,18.97
12.62,17.65,18.44
12.45,16.75,18.78
12.24,18.58,18.4
13.13,17.12,17.63
13.6,17.52,18.24
13.38,18.87,18.69
12.02,18.94,18.2
12.25,17.58,17.19
13.5,17.28,18.27
13.81,18.55,17.75
12.27,18.17,18.38
12.5,17.43,17.73
13.89,18.53,18.53
11.74,17.12,19.15
13.05,17.7,18.8
13.02,17.18,18.79
13.24,18.97,17.47
13.97,17.88,18.84
12.19,17.3,16.87
13.84,18.32,18.43
14.01,19.25,17.79
14.06,19.23,18.09
14.26,17.64,18.43
13.78,18.6,17.91
12.13,18.73,18.45
12.5,18.89,18.
13.9,18.76,17.58
12.21,16.74,18.85
11.82,17.8,17.05
11.81,16.9,18.15
13.4,18.94,17.79
14.12,18.62,19.27
13.73,17.26,17.06
13.7,17.71,17.58
12.34,19.12,16.9
12.92,17.55,18.54
12.87,19.06,17.
12.76,18.22,16.77
12.13,17.3,17.95
13.17,17.09,18.32
12.28,18.98,18.
13.23,18.46,18.25
13.19,17.6,17.28
13.25,17.03,18.8
12.42,18.2,18.41
12.51,18.65,17.43
13.81,18.53,17.66
13.54,18.83,18.68
12.06,19.02,18.42
13.42,17.23,19.14
12.08,17.2,18.57
12.71,18.24,18.73
13.24,17.39,18.07
13.09,18.71,17.13
13.26,18.24,17.2
13.41,17.65,17.9
11.78,17.98,18.78
13.84,17.53,17.08
12.61,18.13,18.47
12.6,18.74,17.48
13.82,18.29,18.51
12.44,18.54,18.03
12.94,18.88,17.44
14.12,16.72,18.26
12.86,18.46,18.78
12.45,18.84,18.32
11.79,19.12,17.97
13.26,18.88,18.78
12.57,17.28,18.63
13.12,18.16,18.26
12.77,17.83,17.36
12.05,18.02,17.17
13.82,17.01,17.21
13.04,17.61,18.8
14.27,17.25,17.52
12.16,18.96,18.44
12.43,17.54,17.17
13.3,18.38,19.24
12.96,18.54,18.75
13.81,17.45,17.55
12.09,17.46,18.4
13.32,17.42,17.12
12.23,18.08,18.87
12.74,17.5,17.93
12.31,18.53,18.1
13.48,18.41,18.07
13.81,18.47,18.19
12.44,18.36,17.92
12.02,17.74,17.62
13.01,17.04,18.77
12.09,17.91,17.46
12.59,18.78,18.98
12.79,17.6,16.86
13.85,18.18,17.32
13.39,17.55,17.48
13.35,17.62,17.55
13.9,17.04,18.13
12.78,18.39,18.97
13.86,17.67,17.08
14.14,18.31,18.23
13.89,18.3,17.35
12.58,19.18,17.46
13.06,18.42,19.18
14.08,17.04,19.2
12.41,17.05,17.66
12.26,17.49,18.3
12.3,18.94,18.77
13.57,18.57,18.97
13.89,18.49,17.08
13.49,17.46,18.24
12.05,18.65,18.08
13.98,18.27,18.24
12.33,17.1,17.74
11.82,17.37,16.88
13.84,18.85,18.6
13.06,17.82,17.14
13.54,18.79,18.78
13.77,17.71,17.07
14.17,18.4,16.85
14.19,18.22,17.66
12.44,18.59,18.87
13.9,17.47,18.22
13.47,18.76,18.14
13.31,18.5,17.36
12.63,18.75,17.52
14.22,18.13,19.22
11.85,18.35,16.78
11.86,17.09,17.22
13.32,17.95,18.05
12.44,18.79,17.33
13.17,17.49,18.72
13.25,17.26,17.52
13.86,17.38,17.86
13.77,18.84,17.53
13.44,18.06,17.04
12.07,18.42,17.64
12.64,18.29,17.25
13.06,16.84,18.62
13.62,18.35,18.54
12.76,17.37,18.55
12.3,18.94,18.42
13.77,18.1,17.99
11.71,19.15,17.54
12.6,17.22,16.96
13.31,18.25,19.07
13.16,18.5,17.13
12.34,18.48,18.12
12.35,18.86,17.61
13.12,18.35,17.67
12.55,17.59,18.11
13.73,18.2,16.72
12.34,18.71,17.17
12.7,18.67,17.57
13.07,18.78,18.46
13.84,18.62,17.45
12.25,17.62,18.05
13.55,16.83,18.52
13.51,18.4,16.84
12.65,17.39,17.06
12.94,18.88,18.65
13.04,18.32,18.59
12.96,17.99,17.89
12.53,18.25,17.55
12.35,18.38,18.98
12.94,18.56,18.81
13.71,18.23,18.58
11.76,18.17,18.75
12.91,18.09,17.16
13.96,18.37,18.48
13.06,18.07,17.04
11.83,17.02,16.9
13.16,18.58,17.03
13.08,17.83,18.25
12.57,18.92,18.1
12.43,17.68,17.45
11.79,18.09,18.12
13.23,18.53,17.58
12.06,17.81,17.14
13.52,17.16,18.93
12.42,18.87,18.22
12.08,18.51,17.22
13.33,18.4,17.26
12.33,17.8,18.35
13.6,17.5,16.81
13.3,17.48,17.92
12.72,17.87,18.2
13.1,17.18,18.18
12.65,18.92,17.33
12.97,17.26,16.77
13.19,18.26,17.16
12.32,18.99,17.28
12.5,18.93,17.96
11.85,17.7,18.87
14.21,18.33,19.09
13.61,18.9,18.69
13.04,18.53,17.46
12.57,17.22,18.64
12.06,17.84,17.61
13.03,19.04,18.01
12.63,17.67,18.08
12.18,17.66,17.85
11.79,16.95,17.78
12.6,17.41,18.19
11.85,17.49,18.31
13.35,19.23,18.44
12.42,17.24,17.22
12.57,17.58,18.62
12.23,17.8,18.1
13.19,17.74,18.
14.,17.18,17.81
12.67,17.69,17.41
13.42,17.75,18.5
12.29,16.99,18.44
12.94,18.39,18.88
12.25,18.35,17.72
13.09,18.91,18.97
13.38,17.66,17.16
12.98,17.69,18.41
13.82,17.89,18.03
